Exporter_ID,Industry,Date,Quantity_Tons,Manufacturing_Capacity_Tons,Intent_Score,War_Risk,Natural_Calamity_Risk,StockMarket_Impact,Currency_Shift,Tariff_Impact
EXP_0920,Pharma,2024-04-01,4900,5680,0.517021172484767,3,1,0.9529130588708203,-0.4589176350444447,0.2252071002162016
EXP_0671,Steel,2022-06-01,1091,1611,0.3899370659503848,1,0,-0.6386849173773936,-0.44877570359568675,0.794662892397889
EXP_0134,Pharma,2025-11-01,3949,5879,0.7355884126105283,1,0,0.45074320046971494,0.14044727399325285,0.24634824724230187
EXP_0551,Steel,2022-10-01,2564,3727,0.6681274750784757,0,2,-0.7615791143188533,-0.4788501766505837,0.08579428489948948
EXP_0248,Pharma,2024-08-01,1909,3663,0.6034708084647251,3,2,0.7518098499997892,-0.2303699912328172,0.938719301977863
EXP_0924,Chemicals,2025-03-01,3515,4168,0.6840722098207402,0,3,-0.8639253718166606,0.44879049769191814,0.9138145226249442
EXP_0152,Pharma,2022-04-01,4002,5095,0.3262913929648891,3,3,-0.26172761238159103,-0.26712085384818496,0.7901313737261083
EXP_0209,Steel,2022-02-01,1981,3564,0.6772564009914281,0,0,-0.9220843073030716,0.47995544735827844,0.07407490721044774
EXP_0347,Steel,2024-05-01,829,1560,0.758041859886549,0,2,0.7673679353759795,-0.014114393810386816,0.9317314247538246
EXP_0484,Textiles,2025-03-01,1880,3302,0.6665820345326153,1,3,0.9062402287882756,0.3561536219946603,0.959592147609234
EXP_0305,Steel,2025-05-01,3366,4258,0.1751220643835687,1,3,-0.9137997821033519,-0.4833284494003669,0.0854084828082653
EXP_0923,Steel,2023-05-01,3838,4607,0.569027852223473,1,0,-0.5166821583616297,0.18609115394348685,0.36727770128070925
EXP_0106,Textiles,2022-08-01,2334,3463,0.41783110788710076,1,3,0.41008181270718547,0.09634649749677593,0.26766843719429756
EXP_0448,Textiles,2022-12-01,1306,3292,0.3650475400553861,3,1,0.45623287467233276,0.06685843329409469,0.42944789707870257
EXP_0826,Textiles,2022-04-01,1890,2616,0.8269513899005982,1,0,0.030334056773177576,-0.04453442799363827,0.48013493963837317
EXP_0563,Steel,2023-11-01,777,2650,0.5643084678979388,0,2,0.15522616127426736,0.2226835744744866,0.2013991027938874
EXP_0028,Textiles,2025-08-01,3990,5259,0.41399095612941234,1,2,-0.4876169711212901,0.19668898787319689,0.697013013934263
EXP_0140,Pharma,2023-02-01,2292,3197,0.4229560590615159,1,0,0.3583251366391256,0.21222020517715867,0.5552958253281813
EXP_0379,Auto Parts,2022-02-01,2000,2668,0.6589903835205333,3,0,-0.25583549007420814,0.16640730469491893,0.9108342269897538
EXP_0418,Textiles,2023-03-01,771,1309,0.6062068578878772,2,1,-0.28603514106267225,-0.19108227715623394,0.5407656313005429
EXP_0433,Auto Parts,2024-11-01,875,1577,0.6927732570684713,0,1,0.7959104323700383,-0.29908866031447756,0.6016866086204651
EXP_0310,Textiles,2023-02-01,2558,3086,0.3875253547380799,2,2,0.5270316873364245,-0.17998388691260825,0.5990110442135675
EXP_0968,Pharma,2024-07-01,3136,4914,0.6391900026197849,2,3,0.008265683836876647,0.2714733448596064,0.41499775837075425
EXP_0884,Pharma,2024-06-01,1827,3294,0.5900418573615042,2,0,0.9498085456204699,-0.4417621691797248,0.3903764460469539
EXP_0369,Electronics,2025-04-01,3657,5403,0.495743450977539,3,3,-0.5884112460211566,0.2779849715709368,0.8019139528361265
EXP_0656,Pharma,2025-09-01,1889,3027,0.5869866374176583,1,2,-0.590395181887581,0.191927363266592,0.8127329043046794
EXP_0094,Textiles,2025-09-01,3353,3907,0.8150133629737752,2,1,0.604792061107265,-0.3134099031268325,0.6657652402653673
EXP_0851,Steel,2022-04-01,625,1314,0.5054531281120528,1,3,0.726863155578769,0.06495260765247324,0.4238081851735742
EXP_0430,Textiles,2024-08-01,2550,3696,0.41953010969749605,3,1,0.9142696650795923,0.4364933313102257,0.6604697213644312
EXP_0536,Pharma,2024-05-01,4008,5205,0.5888683532175913,3,1,0.9449227800558044,-0.1929122566397513,0.5036917612374446
EXP_0881,Steel,2025-11-01,4940,5640,0.45758635099113537,3,2,-0.35853283537685754,0.00511555574400635,0.7141191409249159
EXP_0516,Chemicals,2025-01-01,4430,5156,0.34198461735782726,3,2,-0.12750794728568526,0.3482031285528955,0.49044909673594994
EXP_0498,Chemicals,2022-01-01,1474,2182,0.35000845632751254,0,3,0.2343884542339334,0.2136602831121538,0.26496706155544303
EXP_0546,Chemicals,2024-05-01,794,1353,0.7406340183307147,1,0,-0.6100834570027389,-0.2565329559332399,0.6481021272610714
EXP_0711,Electronics,2024-04-01,1399,3066,0.495846304389993,3,2,-0.049783270136329216,-0.4138642284509637,0.8124136576239005
EXP_0692,Pharma,2022-01-01,816,1888,0.29467037357731907,2,0,0.3294784098216925,0.07856393227935443,0.009310290762353679
EXP_0386,Pharma,2025-12-01,4061,4709,0.7272843051713621,0,3,-0.9007881833010345,-0.25454553746106956,0.6155526231931792
EXP_0398,Pharma,2023-08-01,1420,2441,0.35605209690576234,3,0,0.8190969460242767,0.18472516388100457,0.31725917435686757
EXP_0043,Auto Parts,2023-06-01,3465,5155,0.615531620795909,2,0,-0.39322891274173366,-0.13770650999979517,0.9419055872604202
EXP_0462,Chemicals,2023-10-01,3053,4606,0.5103435729400361,1,2,-0.21272895944511583,0.14825695407782202,0.03879945472888746
EXP_0778,Textiles,2023-01-01,501,1828,0.40733544383886,1,3,-0.44261136814294844,0.22353457333108862,0.03929194515069245
EXP_0239,Steel,2024-05-01,4742,5342,0.7309378780156179,3,2,-0.3843616999477617,-0.3539034344586798,0.45341623062426806
EXP_0873,Electronics,2025-10-01,2974,3745,0.44800262466034113,2,2,-0.4530509692500404,-0.1477690249292547,0.4466887217446649
EXP_0099,Electronics,2023-12-01,3391,4870,0.3246513550706945,1,3,0.32462747746143994,0.3403481775885081,0.5873698685755769
EXP_0664,Textiles,2022-01-01,1278,3227,0.4694224341228467,1,0,0.2855548269598558,0.4200400525459036,0.5183996266330652
EXP_0564,Chemicals,2024-08-01,2387,3069,0.64035361022063,3,1,0.14181410750428958,-0.18077470221381153,0.959024175972966
EXP_0405,Electronics,2023-11-01,1238,2583,0.5154449737413148,0,2,-0.2734892966483795,0.3793930568071955,0.046964422407667294
EXP_0328,Textiles,2022-08-01,2843,3809,0.4857888685072792,3,3,-0.288084453058719,0.23221920631222226,0.39283907648140237
EXP_0915,Electronics,2025-02-01,2690,3801,0.8450922275285472,2,0,-0.1777113270400259,-0.1797012575032575,0.6040049977395001
EXP_0827,Steel,2022-10-01,2242,3442,0.8094895337371896,0,2,0.9805703411698825,0.08214480281474201,0.37320736910512686
EXP_0177,Electronics,2022-11-01,3932,5264,0.6382910081120344,2,1,-0.3582909145003128,-0.19841313012644846,0.4151071768549326
EXP_0451,Auto Parts,2025-11-01,510,2077,0.6371267874864306,2,2,0.5394932457141743,0.3226574684804273,0.031068130244456316
EXP_0756,Chemicals,2025-12-01,1773,2651,0.4952266806414459,2,3,0.5489712062395817,0.36809815986706285,0.16071334919098568
EXP_0230,Pharma,2022-06-01,4483,5172,0.5670834282532705,2,3,0.41274399361999214,-0.23200273311562203,0.8812975456140917
EXP_0423,Electronics,2025-08-01,4861,5509,0.587266527224647,3,1,-0.5918712229067988,0.44715293600635475,0.3997195509744276
EXP_0301,Auto Parts,2023-06-01,4725,5329,0.5342835263634608,0,0,-0.45202380106005635,0.13001868061882738,0.9680221720457387
EXP_0159,Electronics,2025-07-01,2125,3655,0.894103690824157,2,3,0.015515676377137577,-0.09452832366958153,0.3555297971520076
EXP_0894,Chemicals,2025-11-01,3730,5566,0.6966942369476545,1,2,0.35374455165515295,0.38163534917541064,0.19344722801193748
EXP_0113,Steel,2025-05-01,1314,2219,0.5774091120844735,2,3,0.4349299812238243,0.1752308375620375,0.8649949762077763
EXP_0494,Pharma,2024-07-01,2060,3161,0.6633982598252406,1,1,0.12883317555949536,0.288913962965867,0.5857782709310476
EXP_0834,Chemicals,2024-10-01,2881,3591,0.8289279476042493,1,0,-0.13638580978444548,0.43552302275885724,0.09949622618063814
EXP_0706,Textiles,2022-08-01,750,2385,0.526146288900973,1,0,0.4345237517315128,0.2569268451270138,0.28451195974244414
EXP_0463,Auto Parts,2024-05-01,4345,4952,0.37105935049166816,0,1,-0.05312868124995718,-0.3276136378948338,0.18677252823112933
EXP_0272,Pharma,2022-12-01,3041,3782,0.4578761797539338,3,3,-0.6623799884308716,-0.33346148650273,0.773995087294009
EXP_0670,Textiles,2025-02-01,3617,4430,0.6678797154539227,3,1,0.7390673436299595,-0.09773958631645796,0.3831644685591258
EXP_0934,Textiles,2022-10-01,1677,2349,0.775668094655089,2,0,-0.8781889135296346,0.14751979557016315,0.8707971723381132
EXP_0295,Auto Parts,2024-01-01,2208,4153,0.6287260408189096,2,2,-0.6884534788396597,-0.06793271493338227,0.9185215304431212
EXP_0312,Chemicals,2025-12-01,686,2219,0.5519862028583414,3,2,0.9625151547825537,-0.3374889347025437,0.22675861740051595
EXP_0360,Chemicals,2024-08-01,1209,2058,0.7015449581009306,3,1,-0.8204809988796857,0.4522640145333723,0.3200595641835825
EXP_0005,Steel,2022-08-01,2073,3153,0.9157803601812016,1,2,-0.43343119301484534,0.32818586932345295,0.26859893291459747
EXP_0634,Textiles,2022-08-01,4973,5886,0.6415190173987932,2,3,-0.9579816860272785,-0.4454907225862804,0.3783475816826469
EXP_0683,Steel,2024-11-01,589,1717,0.7215517523304464,3,0,-0.051382670263139474,0.20722832833542326,0.24471559702370094
EXP_0252,Chemicals,2025-04-01,1304,2322,0.6502555687893701,0,0,-0.7863985919952727,-0.2348292588166444,0.8258882264268146
EXP_0366,Chemicals,2025-06-01,3859,4726,0.4804495794626727,0,3,0.852119119636531,-0.40085388772237607,0.26251029048316565
EXP_0100,Textiles,2022-01-01,4256,5270,0.7756868683982315,3,1,0.5036502919133623,-0.4825017860126114,0.08540248429087383
EXP_0294,Chemicals,2025-12-01,3453,5412,0.4775394020848437,3,3,0.2910687128210445,0.31605675711432357,0.511525640809493
EXP_0572,Pharma,2024-06-01,2853,3828,0.721478676245554,0,3,0.9401489133334138,0.47648966114788716,0.720333369165993
EXP_0804,Chemicals,2023-02-01,3966,5009,0.7411044215734023,1,1,-0.8173485313328859,0.1509717452185445,0.6938633423283945
EXP_0853,Auto Parts,2022-03-01,4812,6292,0.48628720099692,3,3,0.13841292625885537,-0.08633447641679304,0.024697297686111286
EXP_0830,Pharma,2023-05-01,1774,2538,0.6936107122679214,0,3,0.5443040552316762,0.003719434589956272,0.18907765377834884
EXP_0616,Textiles,2022-09-01,3556,5065,0.5807937440588082,3,3,0.3527967378200121,-0.3126532086732111,0.27034859049558435
EXP_0839,Steel,2025-07-01,3344,5231,0.6534003943837539,1,2,-0.3158611306848893,0.3276102613491533,0.402785534046495
EXP_0724,Textiles,2024-05-01,2669,3559,0.39549410629182624,3,1,0.11537738237090545,-0.3433871851073501,0.6699534908592181
EXP_0085,Auto Parts,2023-06-01,1620,2406,0.7283190013023967,2,3,0.38064569380145796,0.2600349018031739,0.5408270639715397
EXP_0117,Electronics,2022-08-01,2943,4627,0.35566647246382277,2,3,-0.6634428229845744,-0.37014298658211897,0.4179685080138871
EXP_0407,Steel,2024-04-01,1045,2529,0.5698876254670704,1,0,0.8819846451488742,-0.15842961296843205,0.7632949119972816
EXP_0660,Chemicals,2024-04-01,1228,2899,0.45401365299411994,0,2,-0.2255537175795861,-0.29069392416579143,0.9324439783773508
EXP_0112,Textiles,2025-03-01,3705,5312,0.7819974613778462,1,0,-0.8927304169583383,0.24168412899182312,0.08877326695623267
EXP_0554,Pharma,2023-12-01,3014,4055,0.8166630582230537,1,1,0.6683282164168827,-0.1612670442255686,0.6892793212258371
EXP_0054,Chemicals,2025-08-01,1565,3063,0.8296985616869204,0,2,0.008911883338710735,-0.43394469217783993,0.38401907396495816
EXP_0548,Pharma,2024-01-01,3617,5459,0.6131953231579246,0,2,0.5374942627250259,0.25952014871694407,0.6539942214202483
EXP_0807,Electronics,2025-03-01,1129,2668,0.6287308949167245,0,3,0.0750802872806926,-0.42691490897384976,0.2677743146041175
EXP_0073,Auto Parts,2024-12-01,3610,5305,0.6310086070867491,3,3,-0.8751373454444393,0.17076502544303573,0.7640955865788793
EXP_0167,Steel,2022-02-01,1705,3135,0.6398829447089,1,3,-0.15561553223864388,-0.2343144351337365,0.8179634943491536
EXP_0668,Pharma,2024-01-01,2948,4784,0.74956406332418,3,3,0.6036803369056118,-0.2414427363597541,0.2527658599511641
EXP_0446,Pharma,2023-11-01,4568,5503,0.6508490527963869,0,0,0.10132091847312852,-0.3569380472765976,0.8425345083518017
EXP_0791,Steel,2022-12-01,4314,5742,0.6542163055420988,2,2,0.020920262692882607,-0.447290210146561,0.5734917638909767
EXP_0971,Steel,2022-03-01,4945,5921,0.6643185959908087,0,2,-0.0720291651192384,0.1831755632398181,0.9304486005450311
EXP_0520,Textiles,2024-09-01,4811,6181,0.657465031810983,0,2,0.11634236778088147,0.34678500186974537,0.8996124893723151
EXP_0224,Pharma,2022-11-01,4175,5657,0.5177340492259516,1,2,0.5091387224114732,0.4407508592344611,0.16406358826533518
EXP_0944,Pharma,2025-11-01,3045,3942,0.44670388344138057,1,0,-0.10734728002687755,0.12257539783278171,0.43946537435844213
EXP_0424,Textiles,2025-08-01,1420,3340,0.4135014107390852,3,0,-0.4161776530043855,-0.09353728204792777,0.9537036264917079
EXP_0014,Pharma,2025-04-01,760,2715,0.23958690976504693,3,1,-0.6924325889735676,0.44298278407113567,0.5856543354287992
EXP_0050,Pharma,2023-08-01,577,1724,0.3213011937563393,1,1,0.3434177184881215,0.42855553289413595,0.19106213934635818
EXP_0989,Steel,2023-03-01,3597,5073,0.34051532524097294,1,1,-0.8371055742176816,0.33524406015886565,0.5476161006537471
EXP_0823,Auto Parts,2023-05-01,2155,4060,0.5686568767163979,2,3,-0.5454778928806754,-0.03427442233250244,0.4538465638069116
EXP_0334,Textiles,2024-09-01,4726,5326,0.6178527609080962,3,2,-0.6066236053743539,0.12803046456953704,0.6200013334774084
EXP_0362,Pharma,2024-09-01,4142,5161,0.45955670513898417,1,3,-0.9879059136320432,0.1315443786761603,0.22971628368323171
EXP_0459,Electronics,2023-04-01,2765,3283,0.8068064619395026,0,2,-0.3443143242283635,0.26514884986126397,0.9115768872630525
EXP_0156,Chemicals,2025-03-01,4712,6697,0.950124537019056,2,1,-0.1186702331514129,0.2548274583623312,0.5618769562415131
EXP_0335,Steel,2024-04-01,4069,5600,0.3712021364649816,3,2,-0.525033389661232,0.32993959321244337,0.34022299445125703
EXP_0675,Electronics,2025-09-01,4837,5641,0.6231505030596616,3,3,0.512384468213561,-0.1492902120079157,0.509113385187522
EXP_0797,Steel,2023-05-01,2613,4040,0.6500591795342809,3,2,0.8894147633449634,0.24475073162992222,0.23405777501749914
EXP_0970,Textiles,2022-09-01,3916,5455,0.7198768229858099,3,0,-0.48378471365317055,0.3545154359107495,0.6066893231978858
EXP_0921,Electronics,2022-10-01,1235,2158,0.7055462423689762,2,0,0.9093327137581377,-0.15271152569430224,0.25709608939511175
EXP_0815,Steel,2024-03-01,1075,2858,0.41185517055963716,1,2,0.07644020373695048,0.06923021209144797,0.5444613321491686
EXP_0065,Steel,2025-06-01,2692,3258,0.8282097746747883,2,1,-0.25953562863084656,0.1555099718461126,0.8071070203195128
EXP_0605,Steel,2023-02-01,1488,3360,0.4007527572802424,1,2,0.5326944262093047,0.37593302218620495,0.2648163217783188
EXP_0219,Electronics,2024-02-01,3306,4495,0.4769638005826947,0,3,0.5560926129663983,-0.0698572679031737,0.5723151856300766
EXP_0442,Textiles,2024-04-01,2734,4003,0.4690605484890651,3,0,0.9545676463538586,0.1451500833009034,0.1941287704459722
EXP_0206,Pharma,2025-01-01,1446,1988,0.49740607473013543,0,2,-0.5345433021688963,-0.33638379586172373,0.47710981769392613
EXP_0052,Textiles,2025-11-01,4727,6320,0.5727782505631206,1,3,0.15012114691762934,-0.1883470833453511,0.4539588330478598
EXP_1000,Textiles,2023-08-01,645,1582,0.4292148940425571,2,2,0.05637852351271233,-0.04005804870603724,0.40465374164855017
EXP_0983,Steel,2022-04-01,1908,3707,0.6514600513388903,1,1,0.15470680243933543,-0.2882018501184973,0.5058092225923297
EXP_0406,Textiles,2023-03-01,3741,4364,0.587544959476084,2,3,0.5878702669037026,0.4656098313808841,0.5663228801665321
EXP_0322,Textiles,2023-10-01,4420,5119,0.5373054744242033,2,0,0.2508669003331869,-0.044605094752059204,0.0719067173164456
EXP_0006,Chemicals,2023-09-01,2328,3514,0.4330418359404432,3,2,-0.19937432765401186,0.1260547089808013,0.4948259516005463
EXP_0116,Pharma,2022-09-01,862,2161,0.42248907176002026,3,1,-0.2332057178834821,-0.373889858321375,0.23936983634204634
EXP_0352,Textiles,2025-01-01,4163,5897,0.6288352146292846,2,1,-0.36779737690605896,0.218699265972796,0.4605825506946666
EXP_0150,Chemicals,2025-03-01,4521,5062,0.674092780799058,1,0,0.08851467403050162,-0.3533854428401577,0.5434844285830145
EXP_0068,Pharma,2023-06-01,4533,5090,0.5747537649056895,0,1,0.6922484210604631,0.36969588485163385,0.12906512482906296
EXP_0080,Pharma,2023-11-01,1754,3541,0.5031645857027287,0,3,-0.39506736507706064,0.050570634541364234,0.5016991660064248
EXP_0074,Pharma,2023-02-01,2470,3739,0.7138407900182921,1,1,-0.027652691790233996,0.3212594203728455,0.24781244290690685
EXP_0841,Auto Parts,2022-11-01,4793,6017,0.6812111353308882,2,3,-0.5234206588938168,0.3898363940883107,0.0892221680572386
EXP_0274,Textiles,2025-01-01,941,2677,0.6023068472058158,2,3,-0.973542374189412,0.32084900926312876,0.012821649510605826
EXP_0119,Steel,2024-10-01,2688,3971,0.8837081774325508,0,1,0.09781926328014334,0.3586001069824982,0.32056758601649904
EXP_0510,Chemicals,2023-12-01,817,1448,0.4202574921379263,3,0,-0.33111494576379186,0.31462505602591717,0.205187142904807
