Buyer_ID,Industry,Date,Country,Avg_Order_Tons,Intent_Score,Good_Payment_History,Engagement_Spike,War_Event,Natural_Calamity,StockMarket_Shock,Currency_Fluctuation,Tariff_News
BUY_0549,Electronics,2023-08-01,"Hobart, Australia",321,0.39845634550728326,0,1,1,2,-0.7904834809230039,-0.30034031335102174,0.9208065870078121
BUY_0926,Pharma,2023-07-01,"Annapolis, USA",397,0.7829239533849943,1,1,1,3,-0.3592760590153876,-0.05321883696862195,0.9217977565035089
BUY_0991,Auto Parts,2025-04-01,"Natal, Brazil",3542,0.6891615530935877,1,0,2,3,0.9660328614122968,-0.10682296841239958,0.6277570772615966
BUY_0055,Auto Parts,2023-04-01,"Salem, USA",1579,0.5257514701637901,1,1,2,3,-0.28862522021125137,-0.15501715430412166,0.6282932284815527
BUY_0671,Steel,2023-06-01,"Takayama, Japan",2388,0.7324479308192685,1,1,1,3,0.09606614444318584,0.3327230977971465,0.9503245389672733
BUY_0920,Pharma,2022-03-01,"Bath, UK",2300,0.5594059880189614,1,0,1,0,-0.6383787299247294,-0.17584559703782687,0.8566982231275688
BUY_0992,Pharma,2023-03-01,"Swansea, UK",2604,0.5173514413734324,0,1,3,2,-0.8840048550545831,-0.22007037834355658,0.14462833812344744
BUY_0433,Auto Parts,2023-09-01,"Fujairah, UAE",1820,0.6240345546920109,1,0,1,1,0.7606963917039802,-0.33225559386039727,0.6107813560779473
BUY_0417,Electronics,2024-07-01,"Rostock, Germany",3229,0.6108941082269104,1,0,1,3,0.3652836028901214,-0.0646023697884004,0.5673399295689356
BUY_0320,Pharma,2023-02-01,"Reims, France",2979,0.7744844632711166,1,1,0,3,0.5228951642542423,-0.23112515065848516,0.5911847871160733
BUY_0637,Auto Parts,2024-09-01,"Victoria, Canada",2305,0.6468864863003346,0,0,3,3,-0.9993396814810471,0.17854202979075895,0.40241849425698206
BUY_0494,Pharma,2025-12-01,"Savannah, USA",879,0.294589770228631,1,0,2,0,-0.952008108399854,0.3270098816469236,0.4067423871913114
BUY_0847,Auto Parts,2022-06-01,"Davenport, USA",3366,0.49611976734674956,0,1,1,2,-0.796992283392929,-0.35613425719315617,0.18391205123282506
BUY_0844,Textiles,2023-03-01,"Kingston, Canada",1043,0.4430377145709432,0,1,0,0,0.37856816350192957,0.24051836468244925,0.5503364977619415
BUY_0307,Auto Parts,2023-01-01,"Annapolis, USA",3075,0.6317937040502345,0,0,0,2,0.37005989853837695,-0.18923830462757862,0.7112272814705024
BUY_0006,Chemicals,2025-05-01,"Erfurt, Germany",3301,0.5767229051621499,0,1,2,1,-0.6263983179099288,0.08809279151395721,0.2038194937165113
BUY_0325,Auto Parts,2024-10-01,"Darwin, Australia",715,0.3454365028589159,1,1,0,1,0.8074498407476152,-0.008586245377118273,0.7740033129097597
BUY_0718,Textiles,2024-06-01,"Vitoria, Brazil",2163,0.5500027508237993,1,1,0,1,-0.5131087319425105,-0.3969628690248995,0.6817284370551343
BUY_0969,Electronics,2022-09-01,"Dijon, France",2599,0.6958688645217741,1,0,2,1,0.855228470296113,0.4051338748441857,0.4320427135264764
BUY_0563,Steel,2024-03-01,"Ulm, Germany",2005,0.35150926222734113,1,0,0,0,0.7229496246853886,-0.2326624375883357,0.04891182527848703
BUY_0121,Auto Parts,2023-05-01,"Ajman, UAE",1966,0.5751696915528485,1,1,0,0,0.6301479813652198,0.14757849080685903,0.3015440132888654
BUY_0896,Pharma,2022-12-01,"Kalba, UAE",2945,0.5722724459024204,1,0,2,1,-0.12161566863466611,0.2603873821805035,0.4084187074986926
BUY_0254,Pharma,2023-10-01,"Boulder, USA",1569,0.6223957861838162,0,0,1,3,0.999849653666353,-0.4507197985522551,0.9506819368070825
BUY_0517,Auto Parts,2023-12-01,"Kanazawa, Japan",3814,0.4077306569472887,1,0,3,1,0.005687421286270977,0.31245595040311236,0.8075115963051489
BUY_0236,Pharma,2025-02-01,"Ulm, Germany",1390,0.39851600280775223,1,0,2,1,-0.31738151902021317,-0.09700024094639781,0.32725737369966423
BUY_0824,Pharma,2025-07-01,"Kassel, Germany",2162,0.4938253082649097,1,0,1,1,0.34202494968974007,-0.49914630256259673,0.16427656590225737
BUY_0076,Textiles,2023-04-01,"Kanazawa, Japan",1211,0.7721349678217048,1,0,1,0,0.7246104731533412,-0.10514632559632164,0.5347397154135111
BUY_0967,Auto Parts,2023-11-01,"Woodlands, Singapore",3956,0.40192978034695925,1,0,2,2,0.2738871508537577,0.11025845519023125,0.5009294044165055
BUY_0405,Electronics,2022-07-01,"Inverness, UK",2980,0.6665978732340794,1,0,2,1,-0.4989971506081208,0.0643411678731507,0.8161255736539539
BUY_0235,Auto Parts,2022-11-01,"Kingston, Canada",2153,0.5500268501884056,1,1,1,2,-0.5969459941635151,0.27413465870742715,0.776598482196688
BUY_0392,Pharma,2022-02-01,"Tampines, Singapore",3922,0.5983886180023807,1,0,3,1,0.33009622476512,-0.07275280376829563,0.7248705057140666
BUY_0161,Steel,2025-10-01,"Hakodate, Japan",1570,0.4974471427456372,1,1,0,3,-0.739121090933307,0.1319329628514445,0.554842190371608
BUY_0082,Textiles,2023-02-01,"Bath, UK",2791,0.614161043010624,1,0,2,1,-0.0643714076380566,0.32668630367145135,0.13963839922991228
BUY_0516,Chemicals,2025-11-01,"Erfurt, Germany",2089,0.8741162911670692,1,0,0,1,-0.9334289014730861,0.0040951146760274115,0.29122932823126424
BUY_0117,Electronics,2025-03-01,"Rostock, Germany",1773,0.49212832650191607,1,0,1,3,-0.5768357308590173,0.2899117002228051,0.8922308599488715
BUY_0544,Textiles,2022-02-01,"Toowoomba, Australia",2217,0.6138568724088103,1,1,2,2,-0.5911924504689277,0.39761400834238525,0.5785600551991199
BUY_0457,Auto Parts,2022-01-01,"Nagasaki, Japan",998,0.565334602399627,1,0,3,1,0.735987866672221,0.027441045557778487,0.23490626113123858
BUY_0197,Steel,2024-06-01,"Umm Al Quwain, UAE",1397,0.5142334637085919,1,0,0,3,-0.5611687228861924,0.2631743856097388,0.6170765300062263
BUY_0024,Chemicals,2023-11-01,"Nantes, France",2688,0.44134447396466164,1,0,2,3,-0.06681425312876099,-0.15484253586401986,0.7793632650477182
BUY_0812,Pharma,2025-04-01,"Grenoble, France",2727,0.6917430001669065,1,0,0,3,0.15074012965143369,-0.07446570227880045,0.27637934531589947
BUY_0122,Pharma,2022-12-01,"Halifax, Canada",3749,0.7191747436134466,1,0,3,0,0.7071004559166334,0.46627625189739597,0.4540761443123418
BUY_0014,Pharma,2025-04-01,"Matsue, Japan",3161,0.7193231542432332,1,0,2,1,0.6599158379106371,0.029255540950750114,0.9656889165603693
BUY_0346,Textiles,2023-05-01,"Hobart, Australia",1058,0.5833212846768981,0,0,3,2,-0.8437913919581743,0.2413949722797497,0.14052372418008585
BUY_0770,Pharma,2022-06-01,"Erfurt, Germany",2846,0.30343302308183173,1,1,3,3,-0.5885914100468603,0.48824715569024535,0.36689566186537503
BUY_0648,Chemicals,2022-06-01,"Takayama, Japan",1306,0.6536891549977324,1,0,3,0,-0.21712795955428876,0.10929743929141433,0.8234535644704001
BUY_0461,Steel,2024-01-01,"Dijon, France",2935,0.48868738576158344,0,0,3,2,-0.4533752826925608,-0.42085137905027237,0.7142634628218487
BUY_0766,Textiles,2023-04-01,"Kingston, Canada",3580,0.6297662292796282,1,0,2,3,0.4927453495847076,0.27015952308615254,0.49509244999315616
BUY_0450,Chemicals,2025-03-01,"Punggol, Singapore",353,0.5947722074263492,0,0,0,1,-0.25438002159358897,0.08491150027181782,0.6069454128382038
BUY_0169,Auto Parts,2025-05-01,"Cairns, Australia",927,0.48102494116854777,1,0,1,0,-0.8135101615572833,-0.33904451254327084,0.9062657925730495
BUY_0743,Steel,2022-05-01,"Norwich, UK",2474,0.6783245805582626,1,0,3,1,0.597356211815264,0.412602521738901,0.31332783215131554
BUY_0688,Textiles,2024-09-01,"Reims, France",2010,0.3647080988276329,1,0,3,0,0.24947891981291614,-0.2962061647000783,0.8232099421806358
BUY_0636,Chemicals,2023-01-01,"Hobart, Australia",1529,0.573303037675108,1,0,2,2,-0.9911967819924274,0.3129477019446214,0.6456906684495384
BUY_0418,Textiles,2023-12-01,"Rostock, Germany",2289,0.8159850834535216,0,0,2,1,-0.4943275938504199,-0.4264389710222838,0.4290727674550032
BUY_0658,Textiles,2023-10-01,"Hakodate, Japan",804,0.43368276308842335,1,0,2,2,-0.7791137461176978,-0.03110701449121611,0.7152292897762982
BUY_0168,Chemicals,2025-03-01,"Joinville, Brazil",384,0.6596887270073,0,0,2,2,0.8224903115085995,-0.18367794299051932,0.4681777628802003
BUY_0932,Pharma,2024-02-01,"Annapolis, USA",3566,0.23471016420131013,1,1,1,0,-0.5275060645697707,0.3750589641689428,0.059248452399727536
BUY_0557,Steel,2025-09-01,"Davenport, USA",258,0.422997767985857,1,0,3,0,0.8562643720308878,-0.3371417083621723,0.9409566212589349
BUY_0848,Pharma,2024-11-01,"Inverness, UK",1519,0.4211937683757102,0,0,2,0,-0.0045063660872479705,0.12205950928210807,0.0539166837897701
BUY_0154,Textiles,2023-12-01,"Hobart, Australia",2045,0.45868168569707857,1,0,3,3,-0.07235656246467381,0.21968959604535454,0.9326170171703337
BUY_0153,Electronics,2022-02-01,"Nagasaki, Japan",3605,0.4577063234720355,1,1,0,2,-0.25134887077429235,0.4246009904217126,0.5411029164541511
BUY_0800,Pharma,2024-08-01,"Santos, Brazil",1451,0.744701135952963,1,0,2,0,-0.15754053262900802,0.3982726644925535,0.6821831661527781
BUY_0376,Textiles,2023-05-01,"Joinville, Brazil",392,0.6991845766296485,1,0,0,2,-0.1926526847519443,0.01685852553731737,0.410902058988588
BUY_0508,Textiles,2025-06-01,"Kalba, UAE",3341,0.5749848553688272,1,0,3,0,0.30280071740183345,-0.48405431354668915,0.9528695203580837
BUY_0567,Electronics,2024-05-01,"Erfurt, Germany",2762,0.5811809191271744,1,1,3,1,-0.3462424204693608,-0.18505969431875047,0.517155970488958
BUY_0040,Textiles,2023-04-01,"Joinville, Brazil",1116,0.627725964654057,1,0,3,1,0.8645642881415616,0.3793264990158236,0.7747234292206013
BUY_0730,Textiles,2022-08-01,"Vitoria, Brazil",3301,0.6629983117831206,1,0,1,2,0.7594159648081065,0.3614479214043481,0.547039143620656
BUY_0907,Auto Parts,2024-05-01,"Annapolis, USA",3623,0.6041655117802973,1,0,2,3,0.46930899570612783,0.35635334881350866,0.4143831693562766
BUY_0201,Electronics,2024-05-01,"Geelong, Australia",300,0.3280052891450549,1,0,0,0,-0.5334913563549031,0.4084462056904016,0.6020495435493508
BUY_0272,Pharma,2025-08-01,"Annapolis, USA",2190,0.5027164315067023,1,1,1,1,0.13077032019839185,0.32689323382559,0.016305901786504817
BUY_0650,Pharma,2023-01-01,"Woodlands, Singapore",1267,0.5692865161379769,1,0,2,2,-0.5842282561612491,-0.2085193274209015,0.20804665426626923
BUY_0721,Auto Parts,2024-06-01,"Dijon, France",2769,0.5016890940593088,0,0,0,3,0.6738787165821003,0.280338247625157,0.45059712910359984
BUY_0120,Chemicals,2023-02-01,"Hakodate, Japan",3254,0.5209655991994336,1,1,2,3,0.44460865865907717,-0.11774408534359537,0.8678324967344967
BUY_0886,Textiles,2024-03-01,"Toowoomba, Australia",3793,0.6007115039291382,1,0,3,1,-0.3225110115126557,-0.31935626677530504,0.17218852755576275
BUY_0048,Chemicals,2022-12-01,"Vitoria, Brazil",1595,0.2753794849480499,1,0,2,3,0.7659049116949943,0.2081516877406011,0.1626004084036986
BUY_0788,Pharma,2025-12-01,"Punggol, Singapore",1447,0.655707276240516,0,0,0,1,0.1314558226885847,0.49716281427945686,0.43256449926843143
BUY_0462,Chemicals,2022-02-01,"Ulm, Germany",3021,0.6210112271939741,1,0,3,2,-0.40456030388296615,0.08735463113798936,0.2177626185490178
BUY_0401,Steel,2023-02-01,"Jurong, Singapore",3112,0.6366574690795771,1,0,1,1,-0.6378385953841179,-0.2845467230443567,0.31137633690532385
BUY_0324,Chemicals,2024-12-01,"Hakodate, Japan",1440,0.6411713702366714,1,0,2,1,-0.5360300300326233,0.04468809343397662,0.7025480805537769
BUY_0883,Auto Parts,2024-10-01,"Matsue, Japan",2918,0.6881667341834473,0,1,1,0,0.3451343901892461,0.28020657220119094,0.5606568535006818
BUY_0513,Electronics,2022-11-01,"Ulm, Germany",2742,0.596971184553935,1,0,3,1,-0.9806674666196353,-0.06738506712795433,0.26217155174161544
BUY_0959,Steel,2023-03-01,"Joinville, Brazil",3123,0.4329381719367188,1,0,1,1,0.5465223041599772,-0.470228092592868,0.23903594314980614
BUY_0855,Electronics,2025-05-01,"Joinville, Brazil",3340,0.5757428525729092,1,0,2,3,0.6091174289372603,-0.1452750320524725,0.7017547722584984
BUY_0972,Chemicals,2025-05-01,"Annapolis, USA",3481,0.41572639854286386,1,0,0,1,-0.3106537179749045,-0.49268951134505923,0.7680899052191402
BUY_0250,Textiles,2023-01-01,"Bedok, Singapore",2271,0.4829901070612327,1,0,0,0,0.7432735410401101,0.07256545389768887,0.7151719526095807
BUY_0295,Auto Parts,2025-09-01,"Nagasaki, Japan",1565,0.567167111451575,1,0,0,2,-0.2472587454034647,-0.47522587306561626,0.9142313763441625
BUY_0384,Chemicals,2025-03-01,"Dijon, France",2034,0.6171956811829037,0,1,1,3,-0.8086728271623167,0.2946621542939618,0.126621121690773
BUY_0297,Electronics,2024-10-01,"Halifax, Canada",3736,0.5595737869911224,1,0,1,3,-0.7807500273399954,-0.35435420397350226,0.44809111279591984
BUY_0474,Chemicals,2025-04-01,"Bedok, Singapore",3914,0.5178267863635168,0,0,0,0,0.8828513436357595,-0.4627687982477082,0.7882051110716313
BUY_0596,Pharma,2025-07-01,"Swansea, UK",585,0.7018891321333072,0,0,3,3,0.11101470465409125,0.10787964387355475,0.24570509248467565
BUY_0821,Steel,2023-06-01,"Salem, USA",669,0.4590623267107877,1,0,1,1,0.36752964955560885,-0.2870740495173988,0.11292659128887506
BUY_0512,Pharma,2022-08-01,"Swansea, UK",3409,0.5454346467940274,1,0,2,1,-0.6642421978343074,-0.4086285594385852,0.23747669500562407
BUY_0955,Auto Parts,2023-04-01,"Swansea, UK",2921,0.6060495601333715,1,0,3,2,0.18899673149951712,-0.09854899238762804,0.16026659904058693
BUY_0486,Chemicals,2025-11-01,"Kassel, Germany",1244,0.7796162064824502,1,0,1,2,-0.6462735758121687,0.39705746837229217,0.7464189397373387
BUY_0617,Steel,2025-06-01,"Joinville, Brazil",1501,0.35217838021667747,1,1,0,2,0.7402860111034744,-0.1450821596352928,0.14869931829754823
BUY_0408,Chemicals,2024-12-01,"Nagasaki, Japan",3469,0.8056711571013135,0,1,0,0,-0.5470787924838902,0.14873348244539808,0.2856586695828828
BUY_0424,Textiles,2025-08-01,"Cuiaba, Brazil",648,0.7799970326921917,1,1,2,1,-0.31690376615364735,0.378216310274203,0.24239787625188902
BUY_0985,Auto Parts,2025-08-01,"Nagasaki, Japan",2830,0.6835646937856493,1,0,1,2,-0.7524786678319779,-0.3853521969778235,0.26646694120920267
BUY_0780,Chemicals,2024-05-01,"Nantes, France",1345,0.8208945375994586,0,0,3,1,-0.042596636219299766,0.3492687504381812,0.05296640560971011
BUY_0689,Steel,2023-11-01,"Ulm, Germany",1294,0.44033016913505674,1,0,2,0,0.515053988265689,-0.46889141581258387,0.708705200549003
BUY_0915,Electronics,2025-01-01,"Salem, USA",2891,0.8024736688806887,1,0,3,0,0.2699901404418472,-0.2783908117608491,0.7194768931764646
BUY_0951,Electronics,2024-02-01,"Ras Al Khaimah, UAE",2759,0.33678031719431323,0,1,3,3,0.004588817387567223,0.22531057554070044,0.796600456498377
BUY_0226,Textiles,2022-11-01,"Kelowna, Canada",2077,0.840679189160444,1,0,0,0,0.3135880092600636,-0.12009045517587968,0.2712215203841182
BUY_0289,Auto Parts,2022-05-01,"Nagasaki, Japan",1677,0.3743629993432768,1,0,2,0,-0.5199231624717005,0.44101982269723417,0.8351261633432041
BUY_0646,Textiles,2022-11-01,"Kanazawa, Japan",2076,0.6671839287836886,1,1,3,1,-0.9106799422455525,0.42824534643807566,0.6636951389123827
BUY_0626,Pharma,2025-06-01,"Bedok, Singapore",675,0.5271949433833619,1,0,3,0,0.2170246850506934,-0.42956001402973965,0.2961743146016024
BUY_0310,Textiles,2023-08-01,"Ajman, UAE",2097,0.421616402263143,1,1,0,1,0.8221702631480972,0.11438163975675364,0.5702394424458007
BUY_0630,Chemicals,2025-12-01,"Geelong, Australia",698,0.33296847452761086,1,1,2,3,0.87557526091758,-0.12250229086247744,0.7278256691739439
BUY_0353,Steel,2024-03-01,"Nagasaki, Japan",1813,0.6650182856850947,1,1,1,2,0.515624063784232,-0.2675309597832366,0.32667810380951223
BUY_0421,Auto Parts,2023-01-01,"Savannah, USA",3515,0.4269799198220827,1,0,1,1,-0.1270253013845859,0.08844382764052316,0.2847919890667142
BUY_0760,Textiles,2025-02-01,"Kanazawa, Japan",1443,0.5742362928960058,0,0,2,2,0.01342352786559653,-0.015631848657342018,0.3654258803022472
BUY_0493,Auto Parts,2023-09-01,"Woodlands, Singapore",3084,0.5339154699090158,1,1,1,1,-0.08306477970855242,-0.4656369707831389,0.7004774696901418
BUY_0164,Pharma,2022-10-01,"Inverness, UK",2284,0.4719418771176589,1,0,1,0,0.054872169858456,-0.3915187424335843,0.8839183964342784
BUY_0903,Electronics,2022-10-01,"Reims, France",3518,0.5556468423813696,1,0,3,2,0.16046257411991194,0.05133754269907609,0.5142542790619751
BUY_0541,Auto Parts,2022-08-01,"Vitoria, Brazil",391,0.8071389845701946,1,0,3,0,-0.7387520662614164,0.46643481008431964,0.9311580911106223
BUY_0063,Electronics,2024-12-01,"Joinville, Brazil",1446,0.3611275541582692,1,1,3,1,-0.8621345957518218,0.09872334105673042,0.026338701748552018
BUY_0684,Chemicals,2023-12-01,"Derry, UK",3632,0.5335998809035144,1,1,3,2,0.13390095127762036,0.026182810104860343,0.03075294050971633
BUY_0268,Textiles,2025-09-01,"Annapolis, USA",2365,0.4691550266909237,0,0,3,1,0.9552307350475064,-0.010820038452963754,0.4618644590001696
BUY_0957,Electronics,2022-03-01,"Kelowna, Canada",1264,0.7161984953835112,1,0,3,2,0.8213554798366094,-0.4964510081352287,0.6924454812415469
BUY_0845,Steel,2024-12-01,"Kingston, Canada",3844,0.7181618311967146,1,0,1,1,-0.3237781585277357,0.3325044000323545,0.7861304224621818
BUY_0560,Pharma,2023-06-01,"Toowoomba, Australia",1773,0.6742057002075335,1,0,1,3,-0.97074292158986,-0.07493182638399254,0.3676895225363531
BUY_0707,Steel,2022-02-01,"Fujairah, UAE",556,0.7659257627688496,1,0,1,3,0.14379793532073992,0.05436404082840984,0.9384664626177631
BUY_0523,Auto Parts,2022-07-01,"Toowoomba, Australia",1034,0.5007095386854936,1,0,1,1,-0.30147018830472216,0.06019255423423331,0.5264136103948782
BUY_0887,Steel,2022-07-01,"Geelong, Australia",1842,0.5324767620235907,1,1,0,3,-0.17647089954724526,0.094552562360948,0.06722863557081049
BUY_0135,Electronics,2024-02-01,"Jurong, Singapore",2091,0.4602717407074103,1,1,3,1,0.7124880833832405,0.3864360553553905,0.9343756796404208
BUY_0758,Pharma,2024-09-01,"Saskatoon, Canada",3100,0.6065642292659903,0,0,3,2,-0.5276560350342454,-0.3301796541042654,0.763246573514173
BUY_0798,Chemicals,2023-09-01,"Kingston, Canada",2801,0.8585509352537932,1,1,1,3,0.21714344861203294,0.08909467581658104,0.8118107694391947
BUY_0020,Pharma,2024-08-01,"Ulm, Germany",3416,0.6205183800115494,1,0,1,3,0.8836425379294535,0.37315928738282644,0.35020192531296834
BUY_0267,Electronics,2024-06-01,"Kingston, Canada",1471,0.5725796351390449,0,0,3,1,-0.0705560876025011,0.1061243888829777,0.49687739168679557
BUY_0694,Textiles,2025-02-01,"Geelong, Australia",3057,0.7263769662354294,1,0,0,3,-0.13099461256139122,0.21976141301933205,0.41351685437859886
BUY_0343,Auto Parts,2023-05-01,"Joinville, Brazil",1711,0.5314597741297885,1,0,1,3,-0.9114091380060152,0.4736076488006986,0.015499916690321025
BUY_0247,Auto Parts,2024-10-01,"Ras Al Khaimah, UAE",3067,0.7939950163659342,0,1,1,2,0.47139501061250755,0.02589296857899981,0.3616163412818324
BUY_0498,Chemicals,2025-12-01,"Santos, Brazil",3393,0.538031567134603,1,0,3,1,0.17622314091120472,-0.23144589379032054,0.2923725843302546
BUY_0391,Auto Parts,2024-03-01,"Kanazawa, Japan",1119,0.45813425308900835,1,0,0,0,0.6738068906333097,0.1338529008835424,0.33028701249211023
BUY_0794,Pharma,2024-11-01,"Santos, Brazil",1864,0.5321327691324589,1,1,1,3,-0.4945842805817502,0.19699233159843843,0.31578538343987894
